Vintage,Winery,Label,Variety,Region,Country,Wine Type,Merit,Value,Best,%Alcohol,Qty,Qty/Case,Bottle Size,Price,User Notes 1,User Notes 2,Location,UserField3
2009,Robert Storey Cellars,Rex Vineyard Cabernet Sauvignon Reserve,Cabernet Sauvignon,Napa,United States,R,,,2022,,1,,750 mL,45.00,, ,Wine Rack 4,Row 1/bin 1
2010,Robert Storey Cellars,Russian River Valley Pinot Noir,Pinot Noir,Russian River Valley,United States,R,,,2016,,1,,750 mL,,On the nose  black cherries  blueberries  raspberries and a touch of cinnamon. On the palate  cranberries  cherries  plums  spice w/ good finish. Can go with filet to salmon/tuna. , ,Josh's Pinot Rack,
2007,Los Astrales,Astrales,Tempranillo,Ribera del Duero,Spain,R,,,2022,,3,,750 mL,70.00,A wonderful Temperanillo with silky tannins and a wonderfully long finish. On the nose  licorice  espresso  pencil lead. On the palate  spice  bitter chocolate  black pepper and boysenberry  whatever the hell that tastes like. , DECANT about three hours before serving. ,Wine Rack 1,row 2/bin 1
2008,Ridgeline Vineyards,Alexander Valley Cabernet Franc,Cabernet Franc,California-Alexander Valley,United States,R,,,2018,,2,,750 mL,$37.49,This Alexander Valley property is prominent for full-bodied and yet lush mountain fruit. It boasts a dark red garnet hue. A perfumed nose of vibrant dark red fruit including plum  dark cherries  cassis and toasty vanilla with touches of cinnamon and blueberries. On the palate  mouth watering and silky with layers of fruit including dark raspberry  dark cherry  cassis  blueberry and toasty vanilla oak with violets and a cinnamon spice box. Nice length and elegant with a long finish. Enjoy now and for several more years. Pair this with steak au poivre  rack of Lamb  roast beef with Yorkshire pudding  or braised shortribs.,Very highly rated cab franc for the vintage.  ,Wine Rack 3,Row 3/bin 5
2010,Ty Caton Vineyards,Cabernet Sauvignon--Winemaker's Cuvee,Cabernet Sauvignon,Sonoma Valley,United States,R,,,2020,,5,,750 mL,$49.50,First vintage of its kind...entire vintage was sold to WTSO. ,An inky purple hue. The nose is deep and inviting with black cherries  dark berries  and plum. Loads of expressive dark red fruit with intensity and finesse including cherries  sweet blackberry pie  and boysenberry with notes of cassis  violets and toasty vanilla oak. A lush mouth feel with silky  plump tannins and a nice pleasant finish. The fruit  structure and oak all integrate proudly with a wine that is drinking nicely now and will continue to shine for many more years to come. Pair with Porterhouse steaks au Poivre  Beef wellington  Osso Buco and leg of lamb. ,Wine rack 4,Row 1/bin 3
2004,Bodegas Recoletas,Vendimia Seleccionada  Ribera del Duero,Proprietary blend,Ribera del Duero,Spain,R,,,2020,,4,,750 mL,49.99,DECANT! Expect sediment; not fined. Tannic  so might let rest through 2015. Big nose--smoke  lavender  black cherry. concentrated  lengthy finish.,No. 71 on Wine Enthusiast's 2011 Top 100. ,Wine Rack 1,Row 1/bin 1
2009,Cassa di Terra ,Moreccio Super Tuscan,Cab/Merlot/Syrah,Bolgheri,Italy,R,,,2018,,4,,750 mL,45.00,Best after 2013.  Crushed raspberries and currants on the nose; full body  blackberry  cherry  leather; velvety tannins  long finish. , ,Wine Rack 1,Row 4/bin 3
2009,Fattoria Moreccio,Super Tuscan,Cab/Merlot/Syrah,Bolgheri,Italy,R,,,2018,,5,,750 mL,45.00,Best after 2013. Raspberries and currants on the nose; full-bodied  long finish  velvety tannins. 40-30-30 blend. , ,Wine Rack 1,Row 4/bin 3
2009,Arnoux et Fils,The Chat09,,Chateauneuf du Pape,France,R,,,,,2,,750 mL,39.99,Elegant  Blackberry  Fig  Full-bodied,  Wine Spectator : A gutsy  square-jawed style  with a slightly burly chestnut and alder wood frame to the roasted fig  mulled blackberry and steeped black currant fruit. Ends with a solid  rustic-hewed finish.",French Rack,Row 3/bin 1
2007,Bodegas Estefania,Tilenus Envejecido en Roble,Mencia,Bierzo,Spain,R,,,2018,,4,,750 mL,24.99,On the nose  toasty oak  asian spices  lilacs  black raspberry. Very elegant with layers of fruit  nice finish.  Drink 2013-2020., ,Wine Rack 1,Row 3/bin 1
2009,Flora Springs Wine Company,Napa Cabernet Franc,Cabernet Franc,Napa,United States,R,,,2018,,2,,750 mL,58.75,A very limited edition. On the nose  black cherries  plums  blueberries  a touch of vanilla. On the palate  black cherries  plums  dark chocolate. Will be great with steaks  roasts  stews  boeuf bourguinone,Flora Springs Wine Company 1978 West Zinfandel Lane St. Helena  CA 95474,Wine Rack 3,Row 4/bin 4
2010,Dois Irmaos ,Pinot Noir,Pinot Noir,Oregon-Willamette Valley,United States,R,,,,,1,,750 mL,,, ,,
2003,Jacinto Jaure Winery,JJ Gran Reserva Malbec Blend,Malbec/cab/syrah,Mendoza,Argentina,R,,,2024,,3,,750 mL,$80.00,The 2003 JJ Jacinto Jaure Gran Reserva is a blend of Malbec (40%)  Cabernet Sauvignon (30%)  and Syrah (30%). The fruit was sourced from a 53-year-old vineyard and aged for 18 months in new French oak before being bottled unfiltered. Purple in color  it has a fragrant bouquet of pain grille  Asian spices  pencil lead  black cherry  blueberry  and black currant. Ripe and sweet on the palate  it has plenty of silky tannin well concealed under a blanket of fruit. Nicely balanced and lengthy  it will evolve for 6-8 years and drink well through 2025., ,Wine Chest,Row 2/bin 2
2007,La Mitre,Chateauneuf du Pape,GSM,Chateauneuf du Pape,France,R,,,2020,,1,,750 mL,44.99,Aerate and decant. ,  Enjoyed two bottles with beef stroganoff; with joan and donn and ernie and zita -- dec. 7  2013. Wow  what a great party and what a fine wine. Great evening! A purple- red garnet hue. Dense and packed aromas of black cherries  black raspberries  and dark red fruit with touches of cassis and pepper. On the palate  full bodied  juicy and nicely textured with good depth. Bountiful flavors of black cherries  blackberries  licorice  black and red currants  intermixed with pepper  herbs  lavender  incense and spice. Nice complexity in a full bodied but lush style with pleasant tannins. This wine should be aerated to enjoy now and is made to cellar over the next 7-10 years. Enjoy with Chateaubriand  baby lamb chops with mint jelly  rich lamb or beef stews  veal cheeks and traditional regional cheeses like Munster. ,Rhone Rack,Row 4/bin 1
2010,Robert Storey Cellars,Napa Valley Chardonnay,Chardonnay,Napa,United States,W,,,2015,,2,,750 mL,34.99, An alluring nose of white peach  and pear with touches of asian spice and toasty oak. Nicely layered with generous fruit including pear  lemon zest and melon  with touches of peach  white flowers with well integrated oak. This cheerful Napa Valley Chard has a nice mouth feel  and a pleasant finish. Enjoy with Scallops in a garlic butter sauce  mussels in a white sauce  pistachio encrusted tilapia  salt encrusted Bronzino  and chicken in a cream sauce. , ,Wine Rack 3,Row 1/bin 3
2011,Honoro Vera,Garnacha,Grenache,Calatayud,Spain,R,,,,,1,,750 mL,10.00,On the noser  sweet cherries  ripe plums...white pepper and spices on the finish. ,Looking at this as a house wine. Bought to taste and evaluate. Suggested by Bill @ Total.  Grao Vasco,Wine Rack 3,row 1/bin 1
2009,Clos St. Michel,Chateauneuf du Pape,Grenache/mourvedre/syrah,Chateauneuf du Pape,France,R,,,2018,,1,,750 mL,38.00,International Wine Cellar   January 2012: (40% grenache and 30% each of mourvedre and syrah):  Ruby-red.  High-pitched aromas of framboise and Asian spices.  Sweet red fruit and star anise flavors are given vibrancy and cut by a firm mineral underpinning.  Shows good clarity and focus on the finish  with the spicy quality repeating.,Christmas 2012-- Gift from Juli ,Rhone Rack,Row 3/bin 2
2009,Owl Ridge ,Alexander Valley Cabernet Sauvignon,Cabernet Sauvignon,Alexander Valley,United States,R,,,2015,,1,,750 mL,20.00,, ,Wine Chest,On top
2009,Belasco De Baquedano,Swinto (Crow) Malbec,Malbec,Lujan de Cuyo,Argentina,R,,,2019,,1,,750 mL,$43.00,Made from 100+ -year old vines at more than 3 000 feet. Complex  darkly fruity and minerally on the nose with a palate of red stone fruits accented with spicy  toasty notes. Unfiltered -- DECANT. ,We bought our first bottle at the winery during our Argentina trip of 2011. 3/25/15--still fresh and lovely. great match with roast pork leftovers last night. yummy!,Wine Rack 3,Row 2/bin 2
2010,Barachi,Smeriglio Syrah,Syrah,Tuscany,Italy,R,,,2025,,1,,750 mL,$30,Don't drink before 2015. On the nose  violet  blackberry  olive and lavender. On the palate  rich and powerful with currant and spices and hints of coffee.,NEEDS TIME! ,Wine Rack 1,Row 5/bin 3
2010,Delas St. Esprit,Cotes du Rhone Rouge,,Southern Rhone Valley,France,R,,,2016,,1,,750 mL,$15.00,Winemaker: a dark  plum-like hue. The nose is classic Syrah  with berry fruit  violet  licorice and spices. It has a full  rounded palate with delicate tannins. Saint-Esprit is a unique wine in the Cotes-du-Rhone appellation and can be paired with Provençale-style cuisine  game  stuffings and mixed grills.,  Wine Advocate: a real winner with lots of Provencal herb notes interwoven with loamy  earthy  peppery  kirsch and black currant characteristics...medium bodied.  IWC: Deep ruby. Shows good complexity on the nose  offering red fruit and floral qualities with pungent olive and herb nuances. Spice-accented raspberry and cherry flavors show good depth and become more energetic with air. Closes on a gently sweet note  with good length and a late kick of cracked pepper."  ,Rack atop wine chest,
2009,Jean-Luc Colombo,La Louvee Cornas Syrah,Syrah,Rhone Valley,France,R,,,2021,,2,,750 mL,85.00,Aromas of licorice  mocha and blackberry. Smooth tannins  long finish  a lush  rich  full-bodied wine with intense plum tastes. Meant for beef  game  mushrooms. Best after 2013., ,French Rack,Row 3/bin 2
2006,Eagles Trace Vineyards,Conn Valley Vineyard Latitude 38 Bordeaux Blend,Cab Sauv & Franc  Merlot,Napa-Conn Valley,United States,R,,,2030,,2,,750 mL,82.00,Big nose of cassis  black cherries  herbs and oak. An elegant  rich wine with black cherries  cedar and herbs and supple  smooth tannins. ,From one of my favorite Napa vintners. Latitude 38 30 mins. and longitude 122 24 is the center of the vineyard that sourced the grapes. ,Rack 4,Row 3/bin 1
2011,Adissat,Cuvee Isabelle Chateauneuf du Pape,Syrah/Grenache/Mourvedre,Chateauneuf-du-Pape,France,R,,,2020,,3,,750 mL,65.00,Parker: Full-bodied showing lots of garrigue  black cherry and cedar wood. Lots of glycerin and good overall balance.  91 , Tanzer: Dark purple with heavy notes of blueberries and garrigue. Smoky notes as it breathes. Nice finish. 90-92.,Rhone Rack,Row 2/bin 1
2010,Alain Paret,Les Larmes du Pere St. Joseph,Syrah,Northern Rhone,France,R,,,2020,,2,,750 mL,$49.95,Dark black fruits  spices  licorice  dried earth. Tastes of blackberry and raspberry with leather notes. Medium-full body  smooth tannins. Good acidity. DECANT through the first five years.,Joan and Donn introduced this wine to us with grilled tuna at their house in April 2013. I was so impressed I bought a half case from Julie @ WTSO.Very smooth and rich. From the magnificent 2010 Rhone vintage -- 96 by Spectator; 94 by Parker.  ,French Rack,Row 2/bin 1
2010,Domaine de Saint Paul,Chateauneuf-du-Pape,Grenache/Cinsault/Syrah,Chateauneuf-du-Pape,France,R,,,2022,,3,,750 mL,$65.00,WS: Silky and refined.  blackberry and black cherry fruit  fine tannins  hints of black pepper and espresso.  Rich, ,Rhone Rack,Row 3/bin 3
2007,Le Gode,Brunello di Montalcino,Brunello,Montalcino,Italy,R,,,2022,,1,,750 mL,$85.00,Purchased at the 2013 PEO wine auction. Big  bold wine. Lots of minerality. Dark cherries  licorice  mint  sweet spices. Soft finish. Chocolaste  mint notes on the nose. ,Best 2014-222. three years in oak. Allow to breathe for a couple of hours. ,Wine Rack 1,Row 1/bin 2
2009,Casa Di Terra,Poggio Quercioloa Super Tuscan,85% syrah/15% cab,Bolgheri,Italy,R,,,2024,,4,,750 mL,$69.50,Dark cherries  tobacco  leather  graphite  silky tannins  long  silky finish. Excellent length on the finish. Intense balsamic and mint notes on the finish. DECANT. Best after 2015., ,Wine Rack 1,Row 1/bin 2
2010,La Mitre,Chateauneuf du Pape,Gren/Syr/Mour/Cinsault,Chateauneuf du Pape,France,R,,,2020,,6,,750 mL,$64.00,Lots of black fruit  cherries and raspberries  root beer  pepper  creme de cassis; on the palate  pepper  lavender  provence spices  cocoa.,Enjoyed three bottles with beef stroganoff with joan and donn and ernie and zita -- dec. 7  2013.  One bottle for "France Night." ,Rhone Rack,Row 3/bin 1
2010,Catena,Malbec,Malbec,Mendoza,Argentina,R,,,2020,,4,,750 mL,14.00,,Winebow  Inc. 22 Hollywood Avenue  Suite C P.O. Box 250 Ho-Ho-Kus  NJ 07423,Wine Rack 3,Row 2/bin 3
2010,Cameron Hughes,Lot 345 Cabernet Sauvignon,Cabernet Sauvignon,Napa-Rutherford,United States,R,,,2016,,1,,750 mL,21.99,, ,Wine Rack 3,Row 1/bin 1
2010,Domaine du Galet des Papes,Chateauneuf du Pape,GSM,Chateauneuf du Pape,France,R,,,2022,,3,,750,46.00,,New Castle Imports  Inc 30 Chapin Circle Myrtle Beach  SC 29572,Rhone Rack,Row 2/bin 1
2004,Oriel Wines,Setena Terra Alta Red Blend,Gren/cab/syr/temp/merlot,Catalonia,Spain,R,,,,,6,,750 mL,,,Setena is the Catalan word for "seventh" -- the amount of the harvest farmers paid landowners for the right to work the land.  ,,
2007,Eagles Trace Vineyards,Conn Valley /cabernet Sauvignon,Cab/Merlot/cab franc,Conn Valley,United States,R,,,2020,,2,,750 mL,$78.00,Bright  but deep ruby color with a hint of purple. On the nose  blackberries  violets and currants. On the palate  concentrated flavors of sweet blackberries  ripe cherries  spice and a touch of earthiness. Long finish., ,,
2007,Il Paradiso Di Frassina,12 Uve "One grape  one note",Brunello/cab/12-grape blend,Tuscany,Italy,R,,,2018,,1,,750 mL,$70.00,Aromas of caramel and berries with hints of dried fruits. Full bodied with ripe tannins and a very fruity finish. ,Il Paradiso Di Frassina S.r.l. Via Curtatone 7 Siena 53100 Italy,Wine Rack 1,row 3/bin 3
2010,Domaine Francois Gaunoux,Les Tavannes Pommard,Burgundy,Cote de Beaune,France,R,,,2025,,3,,750 mL,$65.00,A brilliant ruby hue. Bright and well-defined aromas of intense fruit  including cherries  strawberries  pomegranate  red licorice and red flowers. The palate is very structured with black raspberries  cherry tart  plum and a touch of cinnamon spice. A long  suave finish. Pair with coq au vin  veal cordon bleu  beef burgundy.,2010 was a very tiny and very collectible vintage. Made for aging. ,Pinot/Burgundy Rack,Row 2/bin 2
2007,Eagles Trace Vineyards,Estate Cabernet Sauvignon,Cab/Merlot/cab franc,Napa-Conn Valley,United States,R,,,2025,,2,,750 mL,$63.00,A dark ruby  almost purple color.  On the nose  blackberries  violets and black currants. On the palate  concentrated flavors of blackberries  ripe cherries  spice and a touch of earth with a long and lingering finish. ,By winemaker Gus Anderson. We love his wines. Smith Anderson Enterprises Inc. P.O. Box 5182 Huntington Park  CA 90255-9182,Bin 4,Row 3/bin 1
2010,Ty Caton Vineyards,Estate Cabernet Sauvignon,Cabernet Sauvignon,Sonoma Valley,United States,R,,,2020,,2,,750 mL,$54.99,Distinctly big and rich. Aromas of plum  kirsch  cherries and toasty vanilla oak. Generous dark red fruit  especially cherries and black raspberries. Silky mouthfeel with well-integrated tannins and a long finish.  ,Begs for beef! Oriel Wines 285 West Broadway New York  NY 10013,Wine Rack 3,Row 1/bin 3
2010,Chateau Ksara,Reserve du Couvent,Syrah/cab/cab franc,Bekaa Valley,Lebanon,R,,,2016,,1,,750 mL,,A french Bordeaux blend with Grenache  Syrah and Mourvedre? Decant and let it breathe for at least an hour., Translucent dark red with pink rim  but still a hint of youthful purple. Baked herb nose and an intriguing element of currant. Firm  mineral mouthful  balanced tannins. Leather and tobacco leaf linger  clean and chewy. At least five years in it yet. Mild aromas of dried cherries  berries  cocoa and forest floor with a very tart light-to-medium body and a lit cigar and charred nut accented finish with heavy tannins. Pair with rabbit stew or goulash.,Rhone Rack,Row 1/bin 1
2010,La Tiare Imperiale,Chateauneuf du Pape,Gren/Syrah/mour/cinsault,Chateauneuf-du-Pape,France,R,,,2022,,4,,750 mL,$54.00,AERATE!! Tiare Imperiale is only released in the top vintages and the 2010 is the first release since the 2007. This is a beautifully made and gorgeous Chateauneuf with extreme value for such a collectible vintage. A compelling taste profile and an age-worthy Chateauneuf du pape  it is a blend of all the regional grape varietals including Grenache  Syrah  Cinsault and Mourvedre. Opaque with shades of purple  black and red. Classical and distinguished aromas of lush black raspberries and black cherry shining through with touches of kirsch and spring flowers. A generous and silky palate of sweet black cherry jam  kirsch  licorice  toasty vanilla oak and red currants  with hints of dark chocolate  blueberry  boysenberry and a spice box. Made in a smooth velvety style with round tannins. This wine should still be aerated for early enjoyment and is made to cellar for many years.,Winery notes: This Chateauneuf-du-Pape is characteristic of its appellation with its beautiful purple colour. On the nose  it develops a complex bouquet of red fruit aromas mingling with truffles and spices. The mouth  robust and generous  displays a structure which will enable it to gain in quality over time. It is a perfect match for game  venison  meat cooked in sauces and all strong cheeses. ,Rhone Rack,Row 4/bin 3
2009,Bodega Briego,Tiempo Crianza,Tempranillo,Ribera del Duero,Spain,R,,,2016,,1,,750 mL,31.00,OPEN 20-30 MINUTES BEFORE SERV ING. , Raspberry preserves and cassis with faint hints of incense on the nose. Smooth and silky on the palate with lush dark cherries and plum notes leading to a long and smooth finish. ,Wine Rack 1,Row 4/bin 1
2009,Domaine Grand Veneur,Les Origines Chateauneuf du Pape,Grenache/Syrah/Morvedre,Chateauneuf du Pape,France,R,,,2023,,3,,750ml,69.99, The 2009 Chateauneuf du Pape Les Origines (1 500 cases produced) is a blend of 50% Grenache  a whopping 30% Mourvedre and 20% Syrah with the latter two components spending time in new oak barrels. All of the fruit comes from vines that are nearly 70 years of age. A great wine with an opaque ruby/purple color  sensational fruit intensity and notes of graphite  lavender  licorice  lead pencil shavings and subtle smoke  it is full-bodied  rich and powerful with low acidity and sweet  velvety tannins. It should drink well for 15+ years. Lots of raspberry  blackberry notes.,Kysela Pere Et Fils  Ltd. 350 Chestnut Grove Road Winchester  VA 22603,Rhone Rack,Row 4/bin 2
2010,Macauley Vineyards,Old Vine Zinfandel,Zinfandel,Napa,United States,R,,,2019,,1,,750 mL,$45.00,Only 375 cases made.  "This is perhaps the smoothest  silkiest and most seductive tasting Zinfandel I’ve ever made.  The color is an amazing and dark garnet followed by richness and ripeness found in Zins that come only ever so often. The aromatics are well stacked in the glass beginning with sweet red fruit and flowed by barrel vanillin and sweet cocoa. Lastly the typical Zin white pepper and spice finds its place in the furthermost layers of the nose. Moving from the aromatics to the first taste  getting to enjoy this wine is a much anticipated event. The flavors are a pleasant twist of blackberry  vanilla  cassis and sweet density from old vine age supported by the oak. Tannin and acid are interlaced as well offering plenty for this rich Zinfandel to support itself upon. A polished and pleasing wine that rides the fine line of ripeness with textured mouthfeel and finish that satisfies for over 45 seconds after the first taste. I would anticipate this wine drinking well from inception to 2019 and well beyond." - Kirk Venge  Winemaker,Highly recommended by Terry at Schneider's.  For a special evening with Louise. ,Wine Rack 3,Row 5/bin 3
